,Unnamed: 0,Station Names,YEAR,Month,Max Temp,Min Temp,Rainfall,Relative Humidity,Wind Speed,Cloud Coverage,Bright Sunshine,Station Number,X_COR,Y_COR,LATITUDE,LONGITUDE,ALT,Period
193,193,Barisal,2012,3,35.8,21.8,11.0,75.0,1.8,2.3,7.5,41950,536809.8,510151.9,22.7,90.36,4,2012.03
258,258,Barisal,2012,4,37.3,23.7,223.0,79.0,2.9,4.1,7.3,41950,536809.8,510151.9,22.7,90.36,4,2012.04
323,323,Barisal,2012,5,36.6,25.9,105.0,80.0,2.2,3.8,6.9,41950,536809.8,510151.9,22.7,90.36,4,2012.05
388,388,Barisal,2012,6,36.7,27.2,205.0,86.0,2.3,6.6,3.8,41950,536809.8,510151.9,22.7,90.36,4,2012.06
453,453,Barisal,2012,7,34.2,26.5,275.0,89.0,2.2,6.9,3.7,41950,536809.8,510151.9,22.7,90.36,4,2012.07
518,518,Barisal,2012,8,34.6,26.2,270.0,87.0,1.8,6.5,5.1,41950,536809.8,510151.9,22.7,90.36,4,2012.08
583,583,Barisal,2012,9,35.0,26.0,381.0,90.0,1.3,5.9,4.1,41950,536809.8,510151.9,22.7,90.36,4,2012.09
648,648,Barisal,2012,10,34.6,23.3,70.0,86.0,1.1,3.2,6.9,41950,536809.8,510151.9,22.7,90.36,4,2012.1
713,713,Barisal,2012,11,32.7,18.7,44.0,83.0,1.2,2.5,6.1,41950,536809.8,510151.9,22.7,90.36,4,2012.11
778,778,Barisal,2012,12,28.8,12.7,0.0,85.0,1.4,1.1,5.9,41950,536809.8,510151.9,22.7,90.36,4,2012.12
64,64,Barisal,2013,1,28.7,10.6,0.0,80.0,1.4,0.3,7.1,41950,536809.8,510151.9,22.7,90.36,4,2013.01
129,129,Barisal,2013,2,32.3,14.8,6.0,76.0,1.3,1.6,7.7,41950,536809.8,510151.9,22.7,90.36,4,2013.02
194,194,Barisal,2013,3,36.2,21.0,5.0,76.0,1.9,1.8,8.6,41950,536809.8,510151.9,22.7,90.36,4,2013.03
259,259,Barisal,2013,4,36.2,24.0,64.0,76.0,2.5,3.5,8.2,41950,536809.8,510151.9,22.7,90.36,4,2013.04
324,324,Barisal,2013,5,37.5,24.8,701.0,87.0,4.1,6.9,3.8,41950,536809.8,510151.9,22.7,90.36,4,2013.05
389,389,Barisal,2013,6,36.0,26.8,277.0,85.0,2.4,5.7,5.7,41950,536809.8,510151.9,22.7,90.36,4,2013.06
454,454,Barisal,2013,7,33.0,26.5,377.0,87.0,3.1,6.4,4.7,41950,536809.8,510151.9,22.7,90.36,4,2013.07
519,519,Barisal,2013,8,34.0,26.2,398.0,88.0,2.5,6.4,4.0,41950,536809.8,510151.9,22.7,90.36,4,2013.08
584,584,Barisal,2013,9,35.0,26.0,312.0,88.0,2.0,5.7,4.2,41950,536809.8,510151.9,22.7,90.36,4,2013.09
649,649,Barisal,2013,10,34.2,24.4,181.0,88.0,1.9,4.7,4.9,41950,536809.8,510151.9,22.7,90.36,4,2013.1
714,714,Barisal,2013,11,32.2,17.7,0.0,81.0,1.0,0.9,8.5,41950,536809.8,510151.9,22.7,90.36,4,2013.11
779,779,Barisal,2013,12,29.5,14.2,0.0,82.0,1.0,0.5,6.7,41950,536809.8,510151.9,22.7,90.36,4,2013.12
